fairness code,emotion code,trust code,20 types,fairness,trust,emotion,ID,fairness OR,trust OR,emotion OR
6,"100a, 9",1,"4,4",4,5,3.333333333,R_31m96z5YAEV1xAf,it seems ok to use both sets of data to come up with a proper evalutaion,It's a computer it's not going to be biased in any way. just a number chrunch,I don't think Chriss would be to far away from a neutral feeling. Being judged by a computer can be a bit annoying though
6,"100a, needs more info","7, 9","4,4",6,5,5.166666667,R_1LAQWbXRRrMd7Dk,He uses both the algorithm and the managers opinion to give an assessment.,"It's possible the algorithm would make a mistake, but I doubt it.","Without knowing what the evaluation was, it's hard to judge his feelings but I don't think he would be upset."
6,8,"7, 12","4,1",3,5,3.166666667,R_2aJnUJCohX4a6t6,I think it is somewhat fair if the manager was the one with the final say ...other than that I have no real problems with the scenerio,I think they can compute everything but the human factor,I think that he would probably feel that he would want the manager to have the final say
6,13,7,"4,1",4,5,4,R_1rdiKuSK1WSWhZF,It seems pretty straightforward to me as long as the two are working properly in tandem and are suggesting the correct parts to fix.,"Being able to know how quickly a part runs down and how often it is used is very useful information and a computer would be good at keeping up with that,","I don't really feel like Chris would feel much of anything for it, as this is his job, he got assigned to do maintenance on a piece of equipment and he did it."
6,13,"4, 6, 7","4,1",6,5,4.333333333,R_3sLGG6XugiCvB6x,It seems like there is a proper system setup to choose the person to do the job. The algorithm or manager may be biased but that info is not given so I have to assume it is pretty fair.,Computer algorithms are quite sophisticated nowadays. The manager also has experience in the area I'm assuming. Together the assignment is probably decent.,I don't think he would feel strong emotions either way. It's just a job.
6,13,"3, 7","4,1",6,5,4.833333333,R_3kNfnClOxMv0Ykd,"The manager and the algorithm are working together to make sure there's no breakdowns, and it's his job to maintain the parts that are probably getting worn.",The computer can decide faster than people can and will be able to better monitor everything.,"He shouldn't be upset by what he's being sent to do, because it is time to work on that particular part."
6,13,needs more info,"3,1",5,5,5.166666667,R_24rpmEAm58KcvNT,The manager is able to manipulate the algorithm so it is not entirely fair to Chris.,I don't know if Chris' manager is good at his job or fair.,Chris is happy to do his job.
6,16,6,"3,2",5,5,4,R_3L857JxGq0dL3fZ,The algorithim is only as good as it is programed to be and the manager should be checking this so it is somewhat fair.,I feel the manger likely does his part and that the algorithim is programmed fairly well.,I would need to know more about Christ to sway from the choices I chose regarding emotions.
6,16,9,"4,2",6,5,5.5,R_2cAfAcOZ47dKPmU,Algorithms are a process or set of rules that a computer follows in calculations or other problem-solving operations. May be the human manager would know about chris and so do the algorithm which follows the rules to determine the result.,Even though the algorithm follows the rules it may suffer technical difficulties at times.,Mornings would be a good time to work as People will not be frustrated as like the end of the day and they'll be fresh and happy to get the coffee. So Chris would be happy.
6,16,9,"4,2",6,5,6.666666667,R_2AHCDD7jMFyDUrx,Its fair to Chris because the manager would not schedule him when hes not available and the algorithm gave him a preferred shift.,Even though computers are not susceptible to human error they also can not predict human life complications.,I believe chris would be more positive to receive an early shift to come early and leave early.
6,51,7,"4,2",6,5,4.5,R_24cp120UFdsDAaY,It is using both its own information and the information from Chris' manager.,I believe in a machines ability to use logic.,"He's scheduled to work, I doubt he'd be upset unless it didn't give him enough hours."
6,51,"5, 7","4,2",6,5,5.666666667,R_1LcUlUBX9bRk4yR,It is a very thorough process that determines when the best time for Chris to work.,I would trust that the algorithm knows how many customers there are during the day.,"He would probably just be happy working, after all he isn't forced to."
6,51,4,"4,2",7,5,7,R_1CKE9Klgds4AhsW,"The algorithm decides how many people are needed and the manager schedules the people whose skills are the most appropriate for the shift, that is fair.",The algorithm is only as good and trustworthy as the person or persons who wrote it.,"He should be happy that the algorithm says it needs multiple employees working at certain times and that the manager chose him for his skills, its better than not being scheduled at all."
6,51,5,"4,3",6,5,6.666666667,R_1qVudhOOaTW9LPw,"I think if both a person and an algoryithm selected Chris, he deserves that interview.",They probably use metrics that are important to selecting people,He is probably very happy to get an interview
6,6,"7, 9","4,2",6,5,4.166666667,R_1n0L5RIShWFOBxV,"The algorithm is not being left on its own to make the decisions, a human manager is involved as well. Both are being employed to balance workplace and employee needs. The manager can act as a check on the algorithm if need be.","A computer program can still get things wrong when it doesn't have the human ability to think and react to human situations. I'm sure the algorithm can do a fairly good job, but there will always be situations and variables it will not account for.",I have no idea how the shift assignment actually worked out for chris. I can only go by the idea that both the algorithm and manager working together came up with something that balances between the needs of the shop and employees. But that doesn't mean that all employees will be happy.
6,6,"7, 9","3,4",5,5,4.833333333,R_1pEUwYZVc3ibvZl,The algorithm is monitored and adjusted by the manager so it is more fair than if the algorithm wasn't monitored or adjusted.,The algorithm is probably pretty accurate but it may not be able to understand context perfectly all the time,I think Chris would be happy to know that the algorithm is monitored and adjusted by a manager. He wouldn't necessarily be proud or not proud though.
6,6,6,"4,3",6,5,5.166666667,R_2OUSDnUT9GNADTY,Both his resume and personal statement are being reviewed so his application will be seen by the algorithm and the manager,if both are looking they should see who is most qualified,He should be happy that both the manager and the algorithm will see his application
