fairness ID,20 types fairness,fairness,fairness code,fairness OR,trust ID,20 types trust,trust,trust code,trust OR,emotion ID,20 types emotion,emotion,emotion code,emotion OR
R_6GAGrS9HFBoc0JH,"5,2",6,4,"chris is the employee and therefore cannot make his own schedule, that is the manager's job. If chris doesn't like the schedule then he should find a new job.",R_2TAWrGycNpuIjKm,"5,3",6,51,Well it seems like the manager is a fair guy which means he should be trustworthy as well.,R_3KHrqsgG9Z31tKN,"5,1",4,needs more info,I don't think he would feel any of those things strongly either way.
R_6GAGrS9HFBoc0JH,"5,2",6,13,"chris is the employee and therefore cannot make his own schedule, that is the manager's job. If chris doesn't like the schedule then he should find a new job.",R_1Ec92oxQRMOw3oj,"5,3",6,51,This is an essential task for the manager and I would trust him to perform well.,R_2X1b9cyXVIbEf3B,"5,4",4,16,It depends on how he did. If he was doing good work then he would probably feel more positive feelings compared to if he was doing less than that and was caught.
R_3q7ffbLcOInpaQO,"2,1",7,4,"I would say any assignment from the manager is fair. Chris was hired for this job, he should be willing to accept any task within his job duties.",R_Qhn9e5fCfB56Ulr,"5,3",6,100a,First the manager will interview the top canidates and if they are not a good fit then he will intervies other canidates.,R_2TT2EUOf0eXjXSs,"2,2",4.333333333,16,"Depending on Chris's expectations for scheduling, his reactions would be effected.   Assuming he knows this is how it's done, he shouldn't be too upset."
R_3q7ffbLcOInpaQO,"2,1",7,13,"I would say any assignment from the manager is fair. Chris was hired for this job, he should be willing to accept any task within his job duties.",R_3dPPsLSSaqDNlvf,"5,4",6,4,He's the manager for a reason.,R_2s5UGF4jmi37eIa,"2,2",5,7,Chris would probably like that an impartial thinking machine is scheduling him instead of a boss.
R_2pMgcL08V4xtnzC,"2,1",7,4,"Chris is paid to do whatever management asks of him. Therefore, it doesn't matter if the manager just randomly decides what he should do or if a computer program decides. The outcome is the same.",R_2y93qZOCMeBfUJD,"5,2",7,5,There is no indication that the manager has screwed up the schedule ever and it is indicated that he takes all factors into consideration while making the schedule.,R_2fkBJTzcwQtUVAQ,"2,2",5,13,"Chris is pleased to have the chance to earn money, period."
R_2pMgcL08V4xtnzC,"2,1",7,13,"Chris is paid to do whatever management asks of him. Therefore, it doesn't matter if the manager just randomly decides what he should do or if a computer program decides. The outcome is the same.",R_31vo3BivmoPcYEG,"3,1",7,7,"I believe in algorithms in general; they're not perfect always, but they can get the job done.",R_3EG7IrQI8xnCbl6,"1,1",3.333333333,100a,It does not feel personal but it can be useful.
R_2fyaVfLUhZWotQe,"5,4",7,4,It is important to evaluate performances especially if the employee works in customer service.  The manager should have high standards.,R_1LIGD2dgTwigREW,"5,1",7,13,He seems to be doing his job.,R_2wyLSb4fG3OCn6N,"5,3",4,100a,"Even though there are many applicants, I don't think Chris would show any emotion until he is selected or not selected"
R_2fyaVfLUhZWotQe,"5,4",7,13,It is important to evaluate performances especially if the employee works in customer service.  The manager should have high standards.,R_3R2C73yz3oUMrsl,"5,2",7,5,"The manager seems to make decisions on scheduling based on business needs and employee availability, the scheduling is without bias or prejudice.",R_2ZOKnu3HANBDyYG,"5,2",5.333333333,13,"Chris shouldn't be too upset, morning shifts are harder but a job is a job."
R_Ce2y7RK50e4g3QJ,"5,1",6,4,This is part of the job and the manager can decide.,R_1jIi9slb6BfMxwX,"5,1",7,4,The manager's job is to look at the bigger picture of all the components so I trust him extremely if there needs to be maintenance that he would be able to notice and asses.,R_1pXKxqXxOfwdPal,"4,2",4,5,he is being paid and he is available in the mornings. he may not love it but shouldnt be too upset.
R_Ce2y7RK50e4g3QJ,"5,1",6,13,This is part of the job and the manager can decide.,R_1CK52v8DuRSrybs,"5,4",7,4,He is doing his job and being honest.,R_1pXKxqXxOfwdPal,"4,2",4,13,he is being paid and he is available in the mornings. he may not love it but shouldnt be too upset.
R_1NssT42BzM41lPp,"5,1",6,4,"Assuming Chris is a subordinate of the manager, then it is natural for the manager to assign the task to him.  It is part of a working hierarchy.",R_aYoWPb2r14qcKJP,"5,4",7,100a,I think most people are doing good.,R_1pXKxqXxOfwdPal,"4,2",4,51,he is being paid and he is available in the mornings. he may not love it but shouldnt be too upset.
R_1NssT42BzM41lPp,"5,1",6,13,"Assuming Chris is a subordinate of the manager, then it is natural for the manager to assign the task to him.  It is part of a working hierarchy.",R_3Gk5t9GdDqLekQp,"5,3",7,13,He must trust system to work or than find a new system.,R_3JsmUjJfpak43j9,"5,3",5.166666667,51,He has reason for optimism that he has made it this far in the application process.
R_1QKHky9So2cKCxJ,"5,4",6,4,It's fair because its how their jobs work. The manager is supposed to evaluate Chris's performance.,R_3PYx7KrCciTMotN,"5,4",7,7,A manager should have the right ethical descretion to make good evaluations.,R_3PgZqdbVvIgo1gx,"3,2",2.833333333,52,If your not scheduled to work based on a robot it would be unsettling
R_1QKHky9So2cKCxJ,"5,4",6,13,It's fair because its how their jobs work. The manager is supposed to evaluate Chris's performance.,R_1isVe0W4M9dXO3e,"5,3",7,2,it stated the manager went through all the statements including chris,R_1I6lofCeUOsRGhJ,"2,2",3,100c,He may be angry for being made to work.
R_2v0uxZtfkHtjwHT,"5,2",6,4,"The manager is in the position to make decisions for the store about scheduling issues for their employees. They are taking into account the employees' availability and schedules Chris according to that availability. Since, it is assumed that Chris is available to work at that time, I see no sense of it being unfair.",R_3Rqt7XltEnDeUNr,"5,3",7,51,"Since the manager is being fair, I am sure he is making right decision",R_rqDSjsteJyqlRzb,"2,3",3.333333333,52,I'm sure he's not thrilled that a human isn't judging him.
R_2v0uxZtfkHtjwHT,"5,2",6,13,"The manager is in the position to make decisions for the store about scheduling issues for their employees. They are taking into account the employees' availability and schedules Chris according to that availability. Since, it is assumed that Chris is available to work at that time, I see no sense of it being unfair.",R_33dS4hyw5IQdnps,"5,1",7,100a,It takes a lot of trust To designate an important task to someone else.,R_3nDwHNoWyssNsUU,"3,2",3.5,13,"Chris might not agree with the scheduling, but he has to accept the fact"
R_2V1ryLwEwhNiLRY,"1,2",6,4,It is fair for the business to schedule a worker when most needed.,R_1kIDbUFz5oIZu9G,"5,3",7,4,No manager wants to invest in an employee who is not promising,R_1Iz1LSi8MaUf2Mp,"4,2",3.5,13,"Chris is probably not excited to be working mornings, but it is to be expected & within the scope of the job he works"
R_2V1ryLwEwhNiLRY,"1,2",6,13,It is fair for the business to schedule a worker when most needed.,R_2afCyXBfwLYG6oK,"5,1",1,100c,I don't trust anyone except my wife.,R_33vZ7znercsWYpG,"1,2",3.666666667,5,"Unless Chris is a morning person he probably isn't thrilled about the schedule, but I doubt he'd be too upset considering he said he was available for morning shifts."
R_21vqsl8WjbbLZeB,"5,4",6,4,People are evaluated in every job.,R_3CIXJJVhOuKlo4k,"3,3",3,9,I think there is a human element to hiring that cannot be fully explained or automated away. The best candidates aren't always obvious on paper.,R_R95nQDk6XOxXzJD,"2,4",4,16,Without knowing the outcome how could Chris be positive about his feelings
R_21vqsl8WjbbLZeB,"5,4",6,13,People are evaluated in every job.,R_2ze9ska8a5l7BCI,"5,1",4,4,This person became a manager for a reason.  So I'll trust this person a little.,R_V53LksMgW6diZTb,"5,2",4,needs more info,I don't know Chris so I don't know how he would feel.
R_24CRVog4KxZNv0Q,"5,2",6,4,"Chris provided the times he was available, assuming he put that he was available mornings, the manager has the right to schedule Chris based on the needs of the cafe.",R_6GAGrS9HFBoc0JH,"5,2",4,100a,the manager probably tries to accomadate everyone but it is an immpossible task. some people will always be upset at the decisions.,R_2tnGN6nDqcDRUee,"1,2",4,needs more info,"I don't know what shift he worked normally, or if he's a morning person."
R_24CRVog4KxZNv0Q,"5,2",6,13,"Chris provided the times he was available, assuming he put that he was available mornings, the manager has the right to schedule Chris based on the needs of the cafe.",R_3q7ffbLcOInpaQO,"2,1",4,4,"I would have to assume the manager knows what he is doing so, I have some trust that he would make the correct decision.  I can not trust more than that because I do not know the manager.",R_3J8jVBahl5XPpqS,"1,1",4.166666667,18,I think he wouldn't care much either way it does take the burden of making these decisions off of him.
R_3JLzKO8150lF2yq,"5,1",7,4,"The manager analyzed a component and given its critical nature, assigned an employee to check and maintain that component.  Nothing in the narrative indicated that the manager chose to assign Chris this assignment out of spite or malice, or for punishment.",R_3q7ffbLcOInpaQO,"2,1",4,13,"I would have to assume the manager knows what he is doing so, I have some trust that he would make the correct decision.  I can not trust more than that because I do not know the manager.",R_3sblojMwBb4nx8V,"2,2",4.666666667,5,If this schedule suits Chris and what his stated availability then he shouldn't have any problem with it.
R_3JLzKO8150lF2yq,"5,1",7,13,"The manager analyzed a component and given its critical nature, assigned an employee to check and maintain that component.  Nothing in the narrative indicated that the manager chose to assign Chris this assignment out of spite or malice, or for punishment.",R_2pMgcL08V4xtnzC,"2,1",5,6,"I'm sure the program can be wrong sometimes. I'm certain the manager can be wrong even more. So, using a algorithim probably makes the manager make some better decisions, but neither is infallible.",R_2uwCzLTwL86Q5d1,"5,2",4.666666667,18,I just think he would have a neutral feeling
R_1IRTakQUR7C5N0B,"5,4",7,4,It's fair to evaluate his performance to ensure quality customer service.,R_2fyaVfLUhZWotQe,"5,4",5,51,I would think they would not be biased,R_2nnrJ11hxceyA6Z,"1,2",4.833333333,13,"Although Chris may not be a morning person, he should be proud because that means his work ethic should be pretty good if he was chosen to work during a busy time."
R_1IRTakQUR7C5N0B,"5,4",7,13,It's fair to evaluate his performance to ensure quality customer service.,R_Ce2y7RK50e4g3QJ,"5,1",5,4,I think the manager is responsible and trust worthy.,R_b3hD7QQthLi7D7X,"2,1",4.833333333,13,"It may create unneccasary work at times, but overall it is good."
R_28MUYOt4OJ034ff,"5,2",6,4,"That's what managers do, and Chris should be aware of that when he took the job.",R_1NssT42BzM41lPp,"5,1",5,4,"The manager has been entrusted to do his job, based on his past experience, and backing of his superiors, who assigned him/her to the position.",R_3r0VYKmjyVbFiOv,"2,2",4.833333333,16,"I would think that if it is busy, this will ensure Chris will have plenty of work instead of waiting for people to arrive. He will be happy to work instead of being bored."
R_28MUYOt4OJ034ff,"5,2",6,13,"That's what managers do, and Chris should be aware of that when he took the job.",R_1QKHky9So2cKCxJ,"5,4",5,needs more info,A good manager should make a good employee evaluation but i don't know if this is a good manager or not.,R_1g0CLi12xYDM4G8,"1,2",5.333333333,5,I don't think he would feel anything negative about being scheduled during the times he labeled available.
R_3PjFTMbTHwj7mtJ,"3,1",7,4,Sounds to me like Chris is the worker so the monitoring of the algorithm by the manager would be akin to the manager assigning the maintenance task to Chris.,R_2v0uxZtfkHtjwHT,"5,2",5,4,"They seem to be able to make these kinds of decisions since they've earned their way to such a position. They seem to be taking into account the needs of the store and the employees' availability, so I would place trust in them doing so.",R_xfj9dqkw5xYWx33,"4,2",5.333333333,13,I think he would be glad to have an opportunity to work
R_3PjFTMbTHwj7mtJ,"3,1",7,13,Sounds to me like Chris is the worker so the monitoring of the algorithm by the manager would be akin to the manager assigning the maintenance task to Chris.,R_2V1ryLwEwhNiLRY,"1,2",5,7,Because it is using calculations to determine the busiest time.,R_r86woJyZ3ws1rRn,"5,2",5.333333333,13,Chris should be happy to work since he will be making money.
R_wKIkG4kPVDbPB7j,"5,1",7,4,Chris is a staff member.  The manager has a right to delegate tasks as he sees fit.,R_21vqsl8WjbbLZeB,"5,4",5,4,I assume the manager knows his/her job.,R_2QnbLWeLbBrfykf,"4,3",5.833333333,6,Chris managed to impress both the manager and the algorithm and should therefore feel good about his accomplishments
R_wKIkG4kPVDbPB7j,"5,1",7,13,Chris is a staff member.  The manager has a right to delegate tasks as he sees fit.,R_24CRVog4KxZNv0Q,"5,2",6,4,The manager has been given the authority to make decisions about scheduling. He should be trusted to exercise that authority.,R_12aO8mIVUmO92T2,"5,2",5.833333333,5,I think Chris would be happy because he is being scheduled during his available time.
R_2Qhc3pU9z0K56NU,"5,4",6,4,It is very fair because that it their roles,R_3JLzKO8150lF2yq,"5,1",6,4,"A good manager focuses on team building.  They relies on others to provide inputs before making a decision.  They know to delegate and also how to hold accountable.  While no person is perfect, a good manager will look out for the good of the factory first recognizing that its successful operation will reflect well on themselves and their quality staff.",R_1Pda6z9FP9PysoX,"3,2",6,5,Chris may be happy with his hours because his schedule is based on when he is available to work
